Date,Account,Category,Subcategory,Note,INR,Income/Expense,Note.1,Amount,Currency,Account.1
,,Apparel,,Tommy Hilfiger fashion wear,,,,,,
,,Education,,Course registration fee for online learning,,,,,,
,,Allowance,,Allowance for weekend fun,,,,,,
,,Education,,Career growth seminar registration,,,,,,
,,Beauty,,Neutrogena face wash,,,,,,
,,Gift,,Gift for friend's housewarming party,,,,,,
,,Pet,,Pet leash from PetSmart,,,,,,
,,Household,,Monthly utility bill for apartment,,,,,,
,,Transportation,,Daily tram fare for work commute,,,,,,
,,Social Life,,Friends' night out at local club,,,,,,
,,Food,,Healthy food from local deli,,,,,,
,,Apparel,,Ralph Lauren casual wear,,,,,,
,,Education,,Fee for professional certification course,,,,,,
,,Allowance,,Allowance for tech gadgets,,,,,,
,,Education,,Self-development workshop registration,,,,,,
,,Beauty,,Dove face cream,,,,,,
,,Gift,,Gift for parent's anniversary,,,,,,
,,Pet,,Pet leash from Petco,,,,,,
,,Household,,Monthly utility payment for apartment,,,,,,
,,Transportation,,Daily tram fare for work commute,,,,,,
,,Social Life,,Neighborhood barbecue at local park,,,,,,
,,Food,,Dinner reservation at family diner,,,,,,
,,Apparel,,Nike athletic wear,,,,,,
,,Education,,Fee for online learning platform,,,,,,
,,Allowance,,Allowance for daily needs,,,,,,
,,Education,,Inspirational podcast subscription,,,,,,
,,Beauty,,Clarins face moisturizer,,,,,,
,,Gift,,Gift for friend's wedding,,,,,,
,,Pet,,Pet grooming set from Chewy,,,,,,
,,Household,,Monthly utility bill for condo,,,,,,
,,Transportation,,Taxi fare for night out with friends,,,,,,
,,Social Life,,Office social event at local restaurant,,,,,,
,,Food,,Lunch from local deli,,,,,,
,,Apparel,,Columbia winter collection,,,,,,
,,Education,,Fee for academic conference registration,,,,,,
,,Allowance,,Allowance for weekend activities,,,,,,
,,Education,,Self-awareness seminar registration,,,,,,
,,Beauty,,Burt's Bees face lotion,,,,,,
,,Gift,,Gift for sister's housewarming,,,,,,
,,Pet,,Pet leash from Amazon,,,,,,
,,Household,,Monthly utility payment for townhouse,,,,,,
,,Transportation,,Daily tram ride fare for work commute,,,,,,
,,Social Life,,Community dinner party at local park,,,,,,
,,Food,,Dinner at family restaurant,,,,,,
,,Apparel,,Gap fashion wear,,,,,,
,,Education,,Fee for online learning platform,,,,,,
,,Allowance,,Allowance for new clothes,,,,,,
,,Education,,Mindfulness meditation workshop registration,,,,,,
,,Beauty,,Cetaphil face cleanser,,,,,,
,,Gift,,Gift card for niece's birthday,,,,,,
,,Pet,,Pet leash from Petco,,,,,,
,,Household,,Monthly rent payment for loft apartment,,,,,,
,,Transportation,,Uber fare for weekend outing with friends,,,,,,
,,Social Life,,Friends' gathering at local café,,,,,,
,,Food,,Lunch at local diner,,,,,,
,,Apparel,,Puma casual wear,,,,,,
,,Education,,Fee for academic course registration,,,,,,
,,Allowance,,Allowance for daily needs,,,,,,
,,Education,,Inspirational podcast subscription,,,,,,
,,Beauty,,Nivea face moisturizer,,,,,,
,,Gift,,Gift for colleague's promotion,,,,,,
,,Pet,,Pet grooming set from Chewy,,,,,,
,,Household,,Monthly utility bill payment for apartment,,,,,,
,,Transportation,,Train fare for business travel,,,,,,
,,Social Life,,Neighborhood block party at local park,,,,,,
,,Food,,Dinner reservation at local restaurant,,,,,,
,,Apparel,,Levi's fashion accessories,,,,,,
,,Education,,Fee for professional certification course,,,,,,
,,Allowance,,Allowance for weekend activities,,,,,,
,,Education,,Self-development workshop registration,,,,,,
,,Beauty,,Kiehl's face cleanser,,,,,,
,,Gift,,Christmas present for colleague,,,,,,
,,Pet,,Pet health checkup at Petco,,,,,,
,,Household,,Monthly utility payment for townhouse,,,,,,
,,Transportation,,Uber fare for daily work commute,,,,,,
,,Social Life,,Friends' night out at local club,,,,,,
,,Food,,Healthy snacks from local market,,,,,,
,,Apparel,,Tommy Hilfiger fashion wear,,,,,,
,,Education,,Course registration fee for online learning,,,,,,
,,Allowance,,Allowance for weekend fun,,,,,,
,,Education,,Career growth seminar registration,,,,,,
,,Beauty,,Neutrogena face wash,,,,,,
,,Gift,,Gift for friend's housewarming party,,,,,,
,,Pet,,Pet leash from PetSmart,,,,,,
,,Household,,Monthly utility bill for apartment,,,,,,
,,Transportation,,Daily tram fare for work commute,,,,,,
,,Social Life,,Friends' night out at local club,,,,,,
,,Food,,Healthy food from local deli,,,,,,
,,Apparel,,Ralph Lauren casual wear,,,,,,
,,Education,,Fee for professional certification course,,,,,,
,,Allowance,,Allowance for tech gadgets,,,,,,
,,Education,,Self-development workshop registration,,,,,,
,,Beauty,,Dove face cream,,,,,,
,,Gift,,Gift for parent's anniversary,,,,,,
,,Pet,,Pet leash from Petco,,,,,,
,,Household,,Monthly utility payment for apartment,,,,,,
,,Transportation,,Daily tram fare for work commute,,,,,,
,,Social Life,,Neighborhood barbecue at local park,,,,,,
,,Food,,Dinner reservation at family diner,,,,,,
,,Apparel,,Nike athletic wear,,,,,,
,,Education,,Fee for online learning platform,,,,,,
,,Allowance,,Allowance for daily needs,,,,,,
,,Education,,Inspirational podcast subscription,,,,,,
,,Beauty,,Clarins face moisturizer,,,,,,
,,Gift,,Gift for friend's wedding,,,,,,
,,Pet,,Pet grooming set from Chewy,,,,,,
,,Household,,Monthly utility bill for condo,,,,,,
,,Transportation,,Taxi fare for night out with friends,,,,,,
,,Social Life,,Office social event at local restaurant,,,,,,
,,Food,,Lunch from local deli,,,,,,
,,Apparel,,Columbia winter collection,,,,,,
,,Education,,Fee for academic conference registration,,,,,,
,,Allowance,,Allowance for weekend activities,,,,,,
,,Education,,Self-awareness seminar registration,,,,,,
,,Beauty,,Burt's Bees face lotion,,,,,,
,,Gift,,Gift for sister's housewarming,,,,,,
,,Pet,,Pet leash from Amazon,,,,,,
,,Household,,Monthly utility payment for townhouse,,,,,,
,,Transportation,,Daily tram ride fare for work commute,,,,,,
,,Social Life,,Community dinner party at local park,,,,,,
,,Food,,Dinner at family restaurant,,,,,,
,,Apparel,,Gap fashion wear,,,,,,
,,Education,,Fee for online learning platform,,,,,,
,,Allowance,,Allowance for new clothes,,,,,,
,,Education,,Mindfulness meditation workshop registration,,,,,,
,,Beauty,,Cetaphil face cleanser,,,,,,
,,Gift,,Gift card for niece's birthday,,,,,,
,,Pet,,Pet leash from Petco,,,,,,
,,Household,,Monthly rent payment for loft apartment,,,,,,
,,Transportation,,Uber fare for weekend outing with friends,,,,,,
,,Social Life,,Friends' gathering at local café,,,,,,
,,Food,,Lunch at local diner,,,,,,
,,Apparel,,Puma casual wear,,,,,,
,,Education,,Fee for academic course registration,,,,,,
,,Allowance,,Allowance for daily needs,,,,,,
,,Education,,Inspirational podcast subscription,,,,,,
,,Beauty,,Nivea face moisturizer,,,,,,
,,Gift,,Gift for colleague's promotion,,,,,,
,,Pet,,Pet grooming set from Chewy,,,,,,
,,Household,,Monthly utility bill payment for apartment,,,,,,
,,Transportation,,Train fare for business travel,,,,,,
,,Social Life,,Neighborhood block party at local park,,,,,,
,,Food,,Dinner reservation at local restaurant,,,,,,
,,Apparel,,Levi's fashion accessories,,,,,,
,,Education,,Fee for professional certification course,,,,,,
,,Allowance,,Allowance for weekend activities,,,,,,
,,Education,,Self-development workshop registration,,,,,,
,,Beauty,,Kiehl's face cleanser,,,,,,
,,Gift,,Christmas present for colleague,,,,,,
,,Pet,,Pet health checkup at Petco,,,,,,
,,Household,,Monthly utility payment for townhouse,,,,,,
,,Transportation,,Uber fare for daily work commute,,,,,,
,,Social Life,,Friends' night out at local club,,,,,,
,,Food,,Healthy snacks from local market,,,,,,
,,Apparel,,Tommy Hilfiger fashion wear,,,,,,
,,Education,,Course registration fee for online learning,,,,,,
,,Allowance,,Allowance for weekend fun,,,,,,
,,Education,,Career growth seminar registration,,,,,,
,,Beauty,,Neutrogena face wash,,,,,,
,,Gift,,Gift for friend's housewarming party,,,,,,
,,Pet,,Pet leash from PetSmart,,,,,,
,,Household,,Monthly utility bill for apartment,,,,,,
,,Transportation,,Daily tram fare for work commute,,,,,,
,,Social Life,,Friends' night out at local club,,,,,,
,,Food,,Healthy food from local deli,,,,,,
,,Apparel,,Ralph Lauren casual wear,,,,,,
,,Education,,Fee for professional certification course,,,,,,
,,Allowance,,Allowance for tech gadgets,,,,,,
,,Education,,Self-development workshop registration,,,,,,
,,Beauty,,Dove face cream,,,,,,
,,Gift,,Gift for parent's anniversary,,,,,,
,,Pet,,Pet leash from Petco,,,,,,
,,Household,,Monthly utility payment for apartment,,,,,,
,,Transportation,,Daily tram fare for work commute,,,,,,
,,Social Life,,Neighborhood barbecue at local park,,,,,,
,,Food,,Dinner reservation at family diner,,,,,,
,,Apparel,,Nike athletic wear,,,,,,
,,Education,,Fee for online learning platform,,,,,,
,,Allowance,,Allowance for daily needs,,,,,,
,,Education,,Inspirational podcast subscription,,,,,,
,,Beauty,,Clarins face moisturizer,,,,,,
,,Gift,,Gift for friend's wedding,,,,,,
,,Pet,,Pet grooming set from Chewy,,,,,,
,,Household,,Monthly utility bill for condo,,,,,,
,,Transportation,,Taxi fare for night out with friends,,,,,,
,,Social Life,,Office social event at local restaurant,,,,,,
,,Food,,Lunch from local deli,,,,,,
,,Apparel,,Columbia winter collection,,,,,,
,,Education,,Fee for academic conference registration,,,,,,
,,Allowance,,Allowance for weekend activities,,,,,,
,,Education,,Self-awareness seminar registration,,,,,,
,,Beauty,,Burt's Bees face lotion,,,,,,
,,Gift,,Gift for sister's housewarming,,,,,,
,,Pet,,Pet leash from Amazon,,,,,,
,,Household,,Monthly utility payment for townhouse,,,,,,
,,Transportation,,Daily tram ride fare for work commute,,,,,,
,,Household,,Electric bill from PG&E,,,,,,
,,Entertainment,,Movie tickets for Avengers,,,,,,
,,Health,,Monthly gym membership at Planet Fitness,,,,,,
,,Transportation,,Uber fare to art gallery,,,,,,
,,Food,,Dinner at Gordon Ramsay's Hell's Kitchen,,,,,,
,,Food,,Grocery shopping at Aldi,,,,,,
,,Other,,iPhone 13 Pro Max,,,,,,
,,Food,,Dinner at The French Laundry,,,,,,
,,Other,,Weekend getaway to Napa Valley,,,,,,
,,Apparel,,Yoga mat from Lululemon,,,,,,
,,Education,,Online subscription to MasterClass,,,,,,
,,Allowance,,Allowance for video games,,,,,,
,,Education,,Motivational book by Tony Robbins,,,,,,
,,Beauty,,Facial cleanser from Kiehl's,,,,,,
,,Gift,,Birthday gift for mom,,,,,,
,,Pet,,Vet checkup at Banfield Pet Hospital,,,,,,
,,Household,,Monthly rent for penthouse,,,,,,
,,Transportation,,Flight to New York City,,,,,,
,,Social Life,,Brunch at The Ivy,,,,,,
,,Other,,Purchase of a Samsung Smart TV,,,,,,
,,Apparel,,New winter coat from The North Face,,,,,,
,,Education,,Graduate school application fee,,,,,,
,,Allowance,,Weekly allowance from parents,,,,,,
,,Education,,Career coaching session,,,,,,
,,Beauty,,Hair treatment from Aveda,,,,,,
,,Gift,,Wedding present for colleague,,,,,,
,,Pet,,Pet grooming at Petco,,,,,,
,,Household,,Water bill for condo,,,,,,
,,Transportation,,Train fare to downtown,,,,,,
,,Social Life,,Cocktail night at The Alchemist,,,,,,
,,Food,,Dinner at Olive Garden,,,,,,
,,Apparel,,Nike running shoes,,,,,,
,,Education,,Tuition for Coursera specialization,,,,,,
,,Allowance,,Allowance for lunch,,,,,,
,,Education,,Public speaking seminar,,,,,,
,,Beauty,,Body lotion from L'Occitane,,,,,,
,,Gift,,Anniversary gift for spouse,,,,,,
,,Pet,,Pet insurance from Healthy Paws,,,,,,
,,Household,,Home renovation costs,,,,,,
,,Transportation,,Lyft ride to the airport,,,,,,
,,Food,,Dinner at Nobu,,,,,,
,,Apparel,,Fashion accessories from Zara,,,,,,
,,Education,,Online course on Udemy,,,,,,
,,Allowance,,Allowance for daily snacks,,,,,,
,,Education,,Mindfulness retreat in Bali,,,,,,
,,Beauty,,Night cream from Estée Lauder,,,,,,
,,Gift,,Christmas gift for niece,,,,,,
,,Pet,,Pet food from Blue Buffalo,,,,,,
,,Household,,Monthly internet bill from Xfinity,,,,,,
,,Transportation,,Bus fare for daily commute,,,,,,
,,Other,,Weekend trip to Yosemite,,,,,,
,,Food,,Dessert at Ghirardelli,,,,,,
,,Apparel,,Hiking gear from REI,,,,,,
,,Education,,Fee for PMP exam,,,,,,
,,Allowance,,Allowance for weekend outings,,,,,,
,,Education,,Life coaching session,,,,,,
,,Beauty,,Lipstick from MAC,,,,,,
,,Gift,,New Year gift for neighbor,,,,,,
,,Pet,,Pet bed from Amazon,,,,,,
,,Household,,Electric bill from Southern California Edison,,,,,,
,,Transportation,,Taxi fare to conference,,,,,,
,,Food,,Family dinner at home,,,,,,
,,Apparel,,Winter jacket from Columbia,,,,,,
,,Education,,Online subscription to Skillshare,,,,,,
,,Allowance,,Allowance for movie tickets,,,,,,
,,Education,,Personal development workshop,,,,,,
,,Beauty,,Face mask from The Body Shop,,,,,,
,,Gift,,Housewarming gift for friend,,,,,,
,,Pet,,Pet vitamins from PetSmart,,,,,,
,,Household,,Monthly rent for apartment,,,,,,
,,Transportation,,Train ticket to Chicago,,,,,,
,,Social Life,,Night out at Dave & Buster's,,,,,,
,,Food,,Dinner at Cheesecake Factory,,,,,,
,,Apparel,,Gym clothes from Under Armour,,,,,,
,,Education,,Fee for GRE test,,,,,,
,,Allowance,,Allowance for school supplies,,,,,,
,,Education,,Inspirational seminar by Brené Brown,,,,,,
,,Beauty,,Hair conditioner from Dove,,,,,,
,,Gift,,Birthday gift for brother,,,,,,
,,Pet,,Pet grooming kit from Chewy,,,,,,
,,Household,,Gas bill for winter,,,,,,
,,Transportation,,Rental car for road trip,,,,,,
,,Social Life,,Friends' night out at karaoke,,,,,,
,,Food,,Brunch at IHOP,,,,,,
,,Apparel,,Office wear from Banana Republic,,,,,,
,,Education,,Course registration fee on edX,,,,,,
,,Allowance,,Allowance for tech gadgets,,,,,,
,,Education,,Self-help book by James Clear,,,,,,
,,Beauty,,Serum from The Ordinary,,,,,,
,,Gift,,Graduation present for cousin,,,,,,
,,Pet,,Pet health checkup at VCA,,,,,,
,,Household,,Monthly cable bill from Spectrum,,,,,,
,,Transportation,,Commuter train fare,,,,,,
,,Other,,Weekend hiking trip,,,,,,
,,Food,,Gourmet chocolate from Godiva,,,,,,
,,Apparel,,Designer handbag from Gucci,,,,,,
,,Education,,Fee for online degree program,,,,,,
,,Allowance,,Allowance for family activities,,,,,,
,,Education,,Webinar on financial literacy,,,,,,
,,Beauty,,Body wash from Neutrogena,,,,,,
,,Gift,,Thank you gift for teacher,,,,,,
,,Pet,,Pet leash from Petco,,,,,,
,,Household,,Home cleaning service,,,,,,
,,Transportation,,Scooter rental for city tour,,,,,,
,,Social Life,,Office holiday party,,,,,,
,,Food,,Healthy meal kit from HelloFresh,,,,,,
,,Apparel,,Running shoes from Asics,,,,,,
,,Education,,Class fee for pottery workshop,,,,,,
,,Allowance,,Allowance for daily expenses,,,,,,
,,Education,,Workshop on leadership skills,,,,,,
,,Beauty,,Moisturizer from CeraVe,,,,,,
,,Gift,,Christmas gift for grandma,,,,,,
,,Pet,,Pet grooming session at PetSmart,,,,,,
,,Household,,Monthly water bill for house,,,,,,
,,Transportation,,Taxi ride to hotel,,,,,,
,,Social Life,,Birthday party at Chuck E. Cheese's,,,,,,
,,Food,,Dinner at Red Lobster,,,,,,
,,Apparel,,Casual wear from H&M,,,,,,
,,Education,,Fee for professional certification,,,,,,
,,Allowance,,Allowance for extracurricular activities,,,,,,
,,Education,,Motivational talk by Simon Sinek,,,,,,
,,Beauty,,Sunscreen from La Roche-Posay,,,,,,
,,Gift,,Gift for coworker's baby shower,,,,,,
,,Pet,,Pet food from Royal Canin,,,,,,
,,Household,,Monthly gas bill for apartment,,,,,,
,,Transportation,,Ride-sharing fare with Lyft,,,,,,
,,Social Life,,Community festival tickets,,,,,,
,,Food,,Lunch at Shake Shack,,,,,,
,,Apparel,,Dress shoes from Clarks,,,,,,
,,Education,,Online subscription to The New York Times,,,,,,
,,Allowance,,Allowance for weekend adventures,,,,,,
,,Education,,Career advancement course on LinkedIn Learning,,,,,,
,,Beauty,,Face serum from Olay,,,,,,
,,Gift,,Gift for dad's birthday,,,,,,
,,Pet,,Pet healthcare products from Petco,,,,,,
,,Household,,Home improvement store bill from Home Depot,,,,,,
,,Transportation,,Bus fare to work,,,,,,
,,Social Life,,Friends' movie night at AMC,,,,,,
,,Food,,Dinner at P.F. Chang's,,,,,,
,,Apparel,,Outdoor gear from Patagonia,,,,,,
,,Education,,Exam fee for CFA certification,,,,,,
,,Allowance,,Allowance for daily coffee,,,,,,
,,Education,,Personal finance class on Coursera,,,,,,
,,Beauty,,Anti-aging cream from Neutrogena,,,,,,
,,Gift,,Gift for boss's retirement,,,,,,
,,Pet,,Pet travel carrier from PetSmart,,,,,,
,,Household,,Monthly mortgage payment,,,,,,
,,Transportation,,Train fare for daily commute,,,,,,
,,Social Life,,Neighborhood block party,,,,,,
,,Food,,Brunch at local café,,,,,,
,,Apparel,,Formal attire from Brooks Brothers,,,,,,
,,Education,,Fee for professional development course,,,,,,
,,Allowance,,Allowance for gym membership,,,,,,
,,Education,,Self-improvement book by Dale Carnegie,,,,,,
,,Beauty,,Hand cream from Burt's Bees,,,,,,
,,Gift,,Gift for anniversary,,,,,,
,,Pet,,Pet supplements from Chewy,,,,,,
,,Household,,Monthly rent for duplex,,,,,,
,,Transportation,,Electric scooter rental for commute,,,,,,
,,Social Life,,Family picnic at the park,,,,,,
,,Food,,Organic groceries from Whole Foods,,,,,,
,,Apparel,,Fashionable jacket from Zara,,,,,,
,,Education,,Registration fee for coding bootcamp,,,,,,
,,Allowance,,Allowance for hobby supplies,,,,,,
,,Education,,Workshop on time management,,,,,,
,,Beauty,,Hair mask from Pantene,,,,,,
,,Gift,,Graduation gift for nephew,,,,,,
,,Pet,,Pet grooming appointment at PetSmart,,,,,,
,,Household,,Home security system bill from ADT,,,,,,
,,Transportation,,Daily train fare to university,,,,,,
,,Social Life,,Friends' dinner party at home,,,,,,
,,Food,,Dinner at The Melting Pot,,,,,,
,,Apparel,,Designer jeans from Levi's,,,,,,
,,Education,,Online course subscription on Lynda,,,,,,
,,Allowance,,Allowance for school trips,,,,,,
,,Education,,Life coaching session with Tony Robbins,,,,,,
,,Beauty,,Facial oil from The Body Shop,,,,,,
,,Gift,,New Year's gift for siblings,,,,,,
,,Pet,,Pet care kit from Chewy,,,,,,
,,Household,,Monthly utility bill from Con Edison,,,,,,
,,Transportation,,Taxi fare for night out,,,,,,
,,Social Life,,Team-building event at local escape room,,,,,,
,,Food,,Lunch at Panera Bread,,,,,,
,,Apparel,,Winter coat from Canada Goose,,,,,,
,,Education,,Tuition fee for online master's degree,,,,,,
,,Allowance,,Allowance for fitness classes,,,,,,
,,Education,,Inspirational workshop by Mel Robbins,,,,,,
,,Beauty,,Eye cream from L'Oréal,,,,,,
,,Gift,,Gift card for dad's birthday,,,,,,
,,Pet,,Pet grooming set from PetSmart,,,,,,
,,Household,,Monthly utility bill from Duke Energy,,,,,,
,,Transportation,,Ride-hailing fare with Uber,,,,,,
,,Social Life,,Holiday party with colleagues,,,,,,
,,Food,,Dinner at Morton’s Steakhouse,,,,,,
,,Apparel,,Yoga pants from Athleta,,,,,,
,,Education,,Fee for professional exam,,,,,,
,,Allowance,,Allowance for tech subscriptions,,,,,,
,,Education,,Motivational book by Rachel Hollis,,,,,,
,,Beauty,,Face scrub from St. Ives,,,,,,
,,Gift,,Valentine's Day gift for partner,,,,,,
,,Pet,,Pet vitamins from Petco,,,,,,
,,Household,,Monthly rent for townhouse,,,,,,
,,Transportation,,Commuter pass for subway,,,,,,
,,Social Life,,Friends' game night at home,,,,,,
,,Food,,Lunch at Subway,,,,,,
,,Apparel,,Office attire from Ann Taylor,,,,,,
,,Education,,Fee for continuing education course,,,,,,
,,Allowance,,Allowance for weekend getaways,,,,,,
,,Education,,Career coaching session on LinkedIn,,,,,,
,,Beauty,,Body lotion from Aveeno,,,,,,
,,Gift,,Birthday present for friend,,,,,,
,,Pet,,Pet health insurance from Nationwide,,,,,,
,,Household,,Home cleaning service fee,,,,,,
,,Transportation,,Train ticket for weekend trip,,,,,,
,,Other,,Family vacation to Disneyland,,,,,,
,,Food,,Gourmet meal from Plated,,,,,,
,,Apparel,,Running gear from Nike,,,,,,
,,Education,,Class fee for dance workshop,,,,,,
,,Allowance,,Allowance for lunch breaks,,,,,,
,,Education,,Personal growth seminar by Oprah Winfrey,,,,,,
,,Beauty,,Serum from Drunk Elephant,,,,,,
,,Gift,,Holiday gift for coworkers,,,,,,
,,Pet,,Pet grooming tools from Chewy,,,,,,
,,Household,,Monthly electric bill from PG&E,,,,,,
,,Transportation,,Bus fare for commute,,,,,,
,,Social Life,,Friends' potluck dinner,,,,,,
,,Food,,Dinner at Outback Steakhouse,,,,,,
,,Apparel,,Dress from Forever 21,,,,,,
,,Education,,Registration fee for yoga teacher training,,,,,,
,,Allowance,,Allowance for weekend activities,,,,,,
,,Education,,Inspirational talk by Gary Vaynerchuk,,,,,,
,,Beauty,,Face cream from Clinique,,,,,,
,,Gift,,Housewarming present for neighbor,,,,,,
,,Pet,,Pet supplies from Petco,,,,,,
,,Household,,Monthly utility bill from Southern California Edison,,,,,,
,,Transportation,,Lyft ride to concert,,,,,,
,,Social Life,,Office happy hour,,,,,,
,,Food,,Lunch at The Cheesecake Factory,,,,,,
,,Apparel,,Fashion accessories from Zara,,,,,,
,,Education,,Online course subscription to MasterClass,,,,,,
,,Allowance,,Allowance for gym membership,,,,,,
,,Education,,Self-help book by Brené Brown,,,,,,
,,Beauty,,Hair treatment from Aveda,,,,,,
,,Gift,,Wedding gift for colleague,,,,,,
,,Pet,,Pet grooming at PetSmart,,,,,,
,,Household,,Water bill for condo,,,,,,
,,Transportation,,Train fare to downtown,,,,,,
,,Social Life,,Cocktail night at The Alchemist,,,,,,
,,Food,,Dinner at Olive Garden,,,,,,
,,Apparel,,Nike running shoes,,,,,,
,,Education,,Tuition for Coursera specialization,,,,,,
,,Allowance,,Allowance for lunch,,,,,,
,,Education,,Public speaking seminar,,,,,,
,,Beauty,,Body lotion from L'Occitane,,,,,,
,,Gift,,Anniversary gift for spouse,,,,,,
,,Pet,,Pet insurance from Healthy Paws,,,,,,
,,Household,,Home renovation costs,,,,,,
,,Transportation,,Lyft ride to the airport,,,,,,
,,Food,,Dinner at Nobu,,,,,,
,,Apparel,,Fashion accessories from Zara,,,,,,
,,Education,,Online course on Udemy,,,,,,
,,Allowance,,Allowance for daily snacks,,,,,,
,,Education,,Mindfulness retreat in Bali,,,,,,
,,Beauty,,Night cream from Estée Lauder,,,,,,
,,Gift,,Christmas gift for niece,,,,,,
,,Pet,,Pet food from Blue Buffalo,,,,,,
,,Household,,Monthly internet bill from Xfinity,,,,,,
,,Transportation,,Bus fare for daily commute,,,,,,
,,Other,,Weekend trip to Yosemite,,,,,,
,,Food,,Dessert at Ghirardelli,,,,,,
,,Apparel,,Hiking gear from REI,,,,,,
,,Education,,Fee for PMP exam,,,,,,
,,Allowance,,Allowance for weekend outings,,,,,,
,,Education,,Life coaching session,,,,,,
,,Beauty,,Lipstick from MAC,,,,,,
,,Gift,,New Year gift for neighbor,,,,,,
,,Pet,,Pet bed from Amazon,,,,,,
,,Household,,Electric bill from Southern California Edison,,,,,,
,,Transportation,,Taxi fare to conference,,,,,,
,,Food,,Family dinner at home,,,,,,
,,Apparel,,Winter jacket from Columbia,,,,,,
,,Education,,Online subscription to Skillshare,,,,,,
,,Allowance,,Allowance for movie tickets,,,,,,
,,Education,,Personal development workshop,,,,,,
,,Beauty,,Face mask from The Body Shop,,,,,,
,,Gift,,Housewarming gift for friend,,,,,,
,,Pet,,Pet vitamins from PetSmart,,,,,,
,,Household,,Monthly rent for apartment,,,,,,
,,Transportation,,Train ticket to Chicago,,,,,,
,,Social Life,,Night out at Dave & Buster's,,,,,,
,,Food,,Dinner at Cheesecake Factory,,,,,,
,,Apparel,,Gym clothes from Under Armour,,,,,,
,,Education,,Fee for GRE test,,,,,,
,,Allowance,,Allowance for school supplies,,,,,,
,,Education,,Inspirational seminar by Brené Brown,,,,,,
,,Beauty,,Hair conditioner from Dove,,,,,,
,,Gift,,Birthday gift for brother,,,,,,
,,Pet,,Pet grooming kit from Chewy,,,,,,
,,Household,,Gas bill for winter,,,,,,
,,Transportation,,Rental car for road trip,,,,,,
,,Social Life,,Friends' night out at karaoke,,,,,,
,,Food,,Brunch at IHOP,,,,,,
,,Apparel,,Office wear from Banana Republic,,,,,,
,,Education,,Course registration fee on edX,,,,,,
,,Allowance,,Allowance for tech gadgets,,,,,,
,,Education,,Self-help book by James Clear,,,,,,
,,Beauty,,Serum from The Ordinary,,,,,,
,,Gift,,Graduation present for cousin,,,,,,
,,Pet,,Pet health checkup at VCA,,,,,,
,,Household,,Monthly cable bill from Spectrum,,,,,,
,,Transportation,,Commuter train fare,,,,,,
,,Other,,Weekend hiking trip,,,,,,
,,Food,,Gourmet chocolate from Godiva,,,,,,
,,Apparel,,Designer handbag from Gucci,,,,,,
,,Education,,Fee for online degree program,,,,,,
,,Allowance,,Allowance for family activities,,,,,,
,,Education,,Webinar on financial literacy,,,,,,
,,Beauty,,Body wash from Neutrogena,,,,,,
,,Gift,,Thank you gift for teacher,,,,,,
,,Pet,,Pet leash from Petco,,,,,,
,,Household,,Home cleaning service,,,,,,
,,Transportation,,Scooter rental for city tour,,,,,,
,,Social Life,,Office holiday party,,,,,,
,,Food,,Healthy meal kit from HelloFresh,,,,,,
,,Apparel,,Running shoes from Asics,,,,,,
,,Education,,Class fee for pottery workshop,,,,,,
,,Allowance,,Allowance for daily expenses,,,,,,
,,Education,,Workshop on leadership skills,,,,,,
,,Beauty,,Moisturizer from CeraVe,,,,,,
,,Gift,,Christmas gift for grandma,,,,,,
,,Pet,,Pet grooming session at PetSmart,,,,,,
,,Household,,Monthly water bill for house,,,,,,
,,Transportation,,Taxi ride to hotel,,,,,,
,,Social Life,,Birthday party at Chuck E. Cheese's,,,,,,
,,Food,,Dinner at Red Lobster,,,,,,
,,Apparel,,Casual wear from H&M,,,,,,
,,Education,,Fee for professional certification,,,,,,
,,Allowance,,Allowance for extracurricular activities,,,,,,
,,Education,,Motivational talk by Simon Sinek,,,,,,
,,Beauty,,Sunscreen from La Roche-Posay,,,,,,
,,Gift,,Gift for coworker's baby shower,,,,,,
,,Pet,,Pet food from Royal Canin,,,,,,
,,Household,,Monthly gas bill for apartment,,,,,,
,,Transportation,,Ride-sharing fare with Lyft,,,,,,
,,Social Life,,Community festival tickets,,,,,,
,,Food,,Lunch at Shake Shack,,,,,,
,,Apparel,,Dress shoes from Clarks,,,,,,
,,Education,,Online subscription to The New York Times,,,,,,
,,Allowance,,Allowance for weekend adventures,,,,,,
,,Education,,Career advancement course on LinkedIn Learning,,,,,,
,,Beauty,,Face serum from Olay,,,,,,
,,Gift,,Gift for dad's birthday,,,,,,
,,Pet,,Pet healthcare products from Petco,,,,,,
,,Household,,Home improvement store bill from Home Depot,,,,,,
,,Transportation,,Bus fare to work,,,,,,
,,Social Life,,Friends' movie night at AMC,,,,,,
,,Food,,Dinner at P.F. Chang's,,,,,,
,,Apparel,,Outdoor gear from Patagonia,,,,,,
,,Education,,Exam fee for CFA certification,,,,,,
,,Allowance,,Allowance for daily coffee,,,,,,
,,Education,,Personal finance class on Coursera,,,,,,
,,Beauty,,Anti-aging cream from Neutrogena,,,,,,
,,Gift,,Gift for boss's retirement,,,,,,
,,Pet,,Pet travel carrier from PetSmart,,,,,,
,,Household,,Monthly mortgage payment,,,,,,
,,Transportation,,Train fare for daily commute,,,,,,
,,Social Life,,Neighborhood block party,,,,,,
,,Food,,Brunch at local café,,,,,,
